тэӈэвыт лыгэнывваляв чама рыввиръувнинъым	т э ӈ э в ы т ы г э н _ ы в в а _ я в ч а м а р ы в в и р ъ _ у в н и н _ ъ ы м
нынъувэвытылеӄин э’ӄэльэ’м	н ы н ъ у в э в ы т ы е _ ӄ и н э ’ ӄ э ь э ’ м _
нэгитэгъэн эвына выегалягъэ въялгалягъэ эвына	н э г и т э г ъ э н эвын а в ы е _ г а _ я г ъ э _ в ъ я г а я _ г ъ э э в ы н а
энмыткынык напэӄовтытэвляӄэн	э н м ы т к ы н ы к н а п э ӄ о в т ы т _ э в _ я ӄ э н
ытръэч	ы т р ъ э ч
энмэн гатвален кальайӈын ынкъам пчеӄалгын	э н м э н г а т в а е н к а _ ь _ а й ӈ ы н ы н к ъ а м _ п ч е ӄ а _ г ы н _
льувылгыгъэт	ь у в ы г ы г ъ э т _
иквъэт ги мынӄымлёченмык	и к в ъ э т г и м ы н ӄ ы м _ ё ч е н _ м ы к _
кальайӈын эгэ мынӄымлёченмэв	к а ь а й ӈ ы н э _ г э м ы н ӄ ы м _ ё ч е н м э в _
кальайӈын янот гым мӄымлёчетык	к а ь а й ӈ ы н я н о т _ г ы м м ӄ ы м _ ё _ ч е т ы к _
пчеӄалгын иквъи эгэ евъев	п ч е ӄ а г ы н _ и к в ъ и э г э е в ъ е в _
оонъылгыӄай пиринин	о о н ъ ы г ы ӄ а й п и р и н и н _
энаркэынэн гыткалгыӄай	э н а р к э ы н э н г ы т к _ а г ы ӄ а й
выквылгыйӈын пиринин кальайӈа	в ы к в ы г ы й ӈ ы н п и р и н и н к а _ ь а й ӈ а _
чит ӄымлёркынэн пчеӄалгыӄай	ч и т ӄ ы м ё р к ы н э н _ п _ ч е ӄ а г ы ӄ а й _
пчеӄалгыӄайа гыткалгын гэнрултэтлин	п ч е ӄ а г ы ӄ а й _ а г ы т к а г ы н г э н р _ у т э т _ и н
оонъылгын гэтриллин	о о н ъ ы г ы н г э т р и _ и н
эв ии рыпэт чыпъэв	э в и и р ы п э т ч _ ы п _ ъ э в _
ытръэч	ы т р ъ э ч
ӄол титгъэк тынотапынмынтагъакъым	ӄ о т и т г ъ э к т ы н о т _ а п ы н м _ ы н т а г ъ а к _ ъ ы м
клюпыӈӄачагты тычейвыткугъакъым	к ю п ы ӈ ӄ а ч а г т ы _ т ы ч е й в ы т к у г ъ а к ъ ы м _
ынкы клюпык ӄача ӄычекытвальымкына тыйъоа’нъым тымӈылёнат	ы н к ы к ю п ы к _ ӄ а ч а _ ӄ ы ч е к ы т в а ь _ ы м к ы н _ а т ы й ъ о а ’ н ъ ы м _ т ы м ӈ ы ё н а т
ныръэтури	н ы р ъ э т у р и
иквъи амвынэ камчамолтэ нумэкэтӄинэт	и к в ъ и а м в ы н э _ к а м _ ч а м о т _ э н у м э к э т ӄ и н э т
ээ микынти’м камчамолтэ	э э м и к ы н т и ’ м к а м _ ч _ а м о т _ э
ынӄэнъымэ тагмэгчетъянвытъым ӈэнъянвыт	ы н ӄ э н ъ ы м э т а г _ м э г ч е т _ ъ я н в ы т ъ ы м ӈ э н ъ я н в ы т
ээ эты гым камчамолевым	э э э т ы г ы м к а м _ ч _ а м _ о _ е в ы м
иквъэтэ амвынэ гыт эвнумэкэткэ	и к в ъ э т э а м в _ ы н э г ы т _ э в н у м э к эткэ _
ээ эвыӈан ӄырымэнайгым камчамолевым	э э э в ы ӈ а н ӄ ы р ы м э н а й г ы м к а м _ ч _ а м _ о _ е в ы м
трагтыгъак	т р а г т ы гъак
ӈуткэкин омваамвыкэн тымӈэлӄот нымӈылтэлӄэн	ӈ у т к э к и н о м в а а м в ы к э н _ т ы м ӈ э ӄ _ о т н ы м ӈ ы т э ӄ э н _
ӄол титгъэк тынотапынмынтагъакъым	ӄ о т и т г ъ э к т ы н о т _ а п ы н м _ ы н т а г ъ а к _ ъ ы м
клюпыӈӄачагты тычейвыткугъэк	к ю п ы ӈ ӄ а ч а г т ы _ т ы ч е й в ы т к у г ъ э к
ынкы ӄычекытвальымкына	ы н к ы ӄ ы ч е к ы т в а ь _ ы м к ы н _ а
тыйъоа’н тымӈылёнат ныръэтури	т ы й ъ о а ’ н т ы м ӈ _ ы ё н а т н ы р ъ э т у р и _
иквъэт вынэ вай камчамолтэ нумэкэтӄинэт	и к в ъ э т в ы н э в а й к а м _ ч _ а м _ о т _ э н у м э к э т ӄ и н э т
ээ эты вай гым камчамолевым	э э э т ы в а й г ы м _ к а м _ ч _ а м _ о _ е в ы м
вы гыт ынӈин эвнумэкэткэ	в ы г ы т ы н ӈ и н э в н _ у м э к _ эткэ _
ээ микынти’м камчамолтэ	э э м и к ы н т и ’ м к а м _ ч _ а м о т _ э
ынӄэнъыма ӈэнъянвытъым тагмэгчеръянвыт	ы н ӄ э н ъ ы м а ӈ э н ъ я н в ы т ъ ы м _ т а г м э г ч е _ р ъ я н в ы т _
амвынэ трагтыгъак	а м в ы н э т р _ а г т ы гъак
тивымкэ тивык этаны вай ӄырымэнайгым камчамолевым	т и в ы м к э т и в ы к э т а н ы _ в а й ӄ ы р ы м э н а й г ы м _ к а м _ ч _ а м _ о _ е в ы м
омваамвылгэты гэймэвлин катюша катюша	о м в а а м в ы г э т ы _ г э й м э в и н к _ а т ю ш _ а к а т ю ш _ а
гапыгынмасӄэвлен колё катюша катюша	г а п ы г ы н м а с ӄ э в _ е н к о ё к а т _ ю ш _ а к а т ю ш _ а
ынкъам колё нинэнмытӄин	ы н к ъ а м к о ё н и н э н _ м ы т _ ӄ и н
нинэнмытпытӄынмытӄин	н и н э н м ы т п ы т ӄ ы н _ м ы т ӄ и н
таӈванэван нэйитгъэн пыгпыг ӈан пыгпыг ӈан	т а ӈ в а н э в а н н э й и т г ъ э н п ы г п ы г _ ӈ а н _ п ы г п ы г ӈ а н _
тэлеӈкы гатвален о’равэтльан	т э е ӈ к ы г а т в а _ е н о ’ р а в э т _ ь а н
ныӄааркываляркыляӄэн	н ы ӄ а а р к ы в а _ я р к ы я ӄ э н
люут элгаро эрэтгъи	ю ут э г а р _ о э р э т г ъ и _
ынӈин льэлеӈитгъи ӈэргэргитгъи льэлеӈитгъи	ы н ӈ и н ь э е ӈ и т _ г ъ и _ ӈ э р г э р г и т г ъ и ь _ э е ӈ и т г ъ и _
кыткытык ылвылютэ нинивӄин	к ы т к ы т ы к ы в ы ю т э _ н и н и в ӄ и н _
мэсӄымавыч мэсӄымэк гииӈитгъи	м э с ӄ ы м а в ы ч _ м э с ӄ ы м э к г и _ и ӈ и т г ъ и
ӈинӄэй ӈээккэӄэй ӄынрагтатгынат	ӈ и н ӄ э й ӈ э э к к э ӄ э й ӄ ы н р а г т а т г ы н а т _
ӈинӄэй кэйӈывилюну ӄытэнынныӈгын	ӈ и н ӄ э й к э й ӈ ы в и _ ю _ н у ӄ ы т э н ы н н ы ӈ г ы н
ӈээккэӄэй ӈээккэӄэй нут нутэӈэвытыну	ӈ э э к к э ӄ э й ӈ э э к к э ӄ э й н у т н у т э ӈ э в ы т _ ы н у _
ынӄэн яральата энмэч гынин эвиръыт нэнылгывэтыркынэт	ы н ӄ э н я р а ь _ а т а _ э н м э ч г ы н и н э в и р ъ ы т н э н _ ы г _ ы в _ э т ы р к ы н э т _
ынӄо ылвылютэ рытрилнин ӄлявыл	ы н ӄ о ы в ы ю т э _ р ы т р _ и н и н ӄ я _ в ы
ыныгрээн ӈинӄэй ӈээккэӄэй	ы н ы г р э э н ӈ и н ӄ э й ӈ э э к к э ӄ э й
наӄам кэйӈывилюльыт	н а ӄ а м к э й ӈ ы в и _ ю _ ь ы т
ылвылютэ ивнин никут	ы в ы ю т э и в н и н _ н и к у т
айвачыӈӄачайпы ӄининиги	а й в а ч ы ӈ ӄ а ч а й п ы ӄ и н и н и г и _
митъэлыги ӈан маёлгын ӄанарайъо йъот’ра нарайъотляты ӄывъёпчагынат	м и т ъ э ы г и ӈ а н м _ а ё г ы н _ ӄ а н _ а р а й ъ о й ъ _ о т ’ р а _ н а р а й ъ о т я _ т ы ӄ ы в ъ ё п ч а г ы н а т _
ангынтавкэгты	а н г ы н т а в к э г т ы
ынӄэн гынинэт эвиръыт нэнылгывэтыркынэт	ы н ӄ э н г ы н и н э т э в и р ъ ы т н э н _ ы г _ ы в _ э т ы р к ы н э т _
айвачыӈкы тагъэ	а й в а ч ы ӈ к ы т а г ъ э
мач гыргочайпы выёпчанэнат	м а ч г ы р г о ч а й п ы в ы ё п ч _ а н э н а т _
эвиръынлельыт яральыт	э в и р ъ ы н е ь ы т _ я р а ь ы т _
нэгитэгъэн нэлкылгъэн	н э г и т э г ъ э н н э к ы г ъ э н
наӄам ыныгрээн ӈиръэ нэнэнэт	н а ӄ а м ы н ы г р э э н ӈ и р ъ э н э н э н э т _
эвын ӄымэк гынтэквъэтъым	э в ы н ӄ ы м э к г ы н т э к в ъ э т ъ ы м _
ынан ивнинэт	ы н а н и в н и н э т
ынӄэнэ ынӄэнайгым	ы н ӄ э н э ы н ӄ э н а й г ы м
ванэ гым мраквачак	в а н э г ы м м р а к _ в а ч _ а к _
ӈотӄэнат гымнинэт нэнэнэт	ӈ о т ӄ э н а т г ы м н и н э т н э н э н э т
ынӄо ӈинӄэй ӈээккэӄэй нутэӈэвыт	ы н ӄ о ӈ и н ӄ э й ӈ э э к к э ӄ э й н у т э ӈ э в ы т _
йъарат накапчачгэтагъан ынӄо лгэкоргаквъат	й ъ а р а т н а к а п ч а ч г э т _ а г ъ а н _ ы н ӄ о г э к о р г а к в ъ а т _
лгэкоргаквъатъым нанрагтатынат	г э к о р г а к в ъ а т ъ ы м _ н а н р а г т а т ы н а т
ынкъамэ ӄаӈан микынти игыт яатльат тынтыяатынат	ы н к ъ а м э ӄ а ӈ а н _ м и к ы н т и и г ы т _ я а т ь _ а т _ т ы н _ т ы я а т ы н а т
кымгытчитгъи кымъылгыӄэй	к ы м г ы т ч и т г ъ и к ы м ъ _ ы г ы ӄ э й
ӄольым нэмэ ынык ӄача	ӄ о ь ы м н э м э _ ы н ы к ӄ а ч а
кымъырултын кымъытэгын кымгытчитгъэт мимлытэгнык	к ы м ъ ы р у т ы н _ к ы м ъ ы т э г ы н к ы м г ы т ч и т _ г ъ э т м и м _ ы т э г н ы к
уттыӄэйэ мывинрэтгъэк юръэ йигрэ кымгытчитгъэт	у т т ы ӄ э й э м ы в и н р э т г ъ э к _ ю р ъ _ э й и г р э _ к ы м г ы т ч и т г ъ э т _
гытэӈпылытъымкытгынтыйъакытгынтыпалина	г ы т э ӈ п ы ы т ъ ы м _ к ы т г ы н т ы й ъ а к ы т г ы н т ы п а и н а
гытэӈйъапылытъымкытгынтыпалина	г ы т э ӈ й ъ а _ п ы ы т ъ ы м к ы т г ы н т ы п а и н а
гытэӈйъапылытъымкытгынтыарина	г ы т э ӈ й ъ а _ п ы ы т ъ ы м к ы т г ы н т ы а р и н а
нӄэнэ ымыӈ нытваӄэнэ ынӄэнэ ӈинӄэй а’ачеӄӄай ӈэлвыльыкыӈа	н ӄ э н э ы м ы ӈ _ н ы т в а ӄ э н э ы н ӄ э н _ э _ ӈ и н ӄ э й а ’ а ч е ӄ ӄ а й _ ӈ э в ы _ ь _ ы к _ ы ӈ а
гытгак а’йӈама тыр тыркыльэ тыркыльэ ӄора ӄоратыр тыркыльэ гаегъентолен	г ы т г а к а ’ й ӈ а м а _ т ы р _ т ы р к ы ь э _ т ы р _ к ы ь э ӄ о р а _ ӄ о р а т ы р т ы р _ к ы _ ь э г а е _ г ъ е н т о е н _
йъэ гытга рынна гагтоленат	й ъ э г ы т г а _ р ы н н а г а г т о _ е н а т _
ынӄэн гатвален ынӈин пыӈыл тит тэленъеп	ы н ӄ э н г а т в а е н ы н ӈ и н _ п ы ӈ _ ы т и т _ т _ э е н ъ е п _
ӄытлыги рэнрильилгынэ гапанрэватлен ынӄэнэ	ӄ ы т ы г и р э н р и _ ь и г ы н _ э г а п а н р э в а т _ е н ы н ӄ э н э
э’рыкут гым ым мэм мэмлетыӈэ трэӄыгъэк	э ’ р ы к у т г ы м ы м м э м _ м э м _ е т _ ы ӈ э _ т р _ э ӄ ы г ъ э к
читъым читъым э’квырга пэлг пэлгытагнэты мимлечы тымимлычыкутгъэк	ч и т ъ ы м ч и т ъ ы м _ э ’ к в _ ырга п э г _ п э г ы т а г н э т ы _ м и м _ е ч ы _ т ы м и м ы ч ы к у т _ г ъ э к
тэлиӈ тэ тъаӄалеӈӈытоа’къым	т э и ӈ т _ э т ъ а ӄ _ а е ӈ _ ӈ ы т о а ’ к ъ ы м
ӄытлыги ынӄэ лёльолгын ранрэльэлгэпы гэпинтыӄэтлин	ӄ ы т ы г и ы н ӄ э _ ё ь о _ г ы н р а н _ р э ь э г _ э п ы г э п и н т ы ӄ э т и н
ӄы ӈоонко ӈинӄэгти нивӄинэт	ӄ ы ӈ о о н к о ӈ и н ӄ э г т и _ н и в ӄ и н э т
ыммэмэй эӄылпэ ынӄэн ръэнут ынӄэ гынин у’рэквъи	ы м м э м э й э ӄ ы п э ы н ӄ э н _ р ъ э н у т _ ы н ӄ э _ г ы н и н _ у ’ р э к в ъ и _
ванэван мычичевнэт	в а н э в а н м ы ч и ч е в н э т _
тынарагтын нэмыӄэй нивӄин	т ы н а р а г т ы н н э м ы ӄ э й _ н и в ӄ и н
ынӄэнэ ӄытэнкэвӈыгын	ы н ӄ э н э ӄ ы т э н к э в _ ӈ ы г ы н _
ръэнут	р ъ э н у т
танӈыӈавӄай ӈутку иквъи	т а н ӈ ы ӈ а в ӄ а й ӈ у т к у и к в ъ и _
ынӄэнэ рэнрильилгын ӄытэнкэвӈыгын	ы н ӄ э н э р э н р и _ ь и г ы н _ ӄ ы т э н к э в ӈ ы г ы н _
тыгитээ’н ӈоон ынӄэн	т ы г и т э э ’ н ӈ о о н _ ы н ӄ э н
лёльолгын гэпинтыӄэтлин нивигым ын тэӈынӈин	ё ь о г ы н г э п и н т ы ӄ _ э т и н н и в и г ы м _ ы н т э ӈ ы н ӈ и н
ӄун ынпычьэккэтэ тынтоа’к мытэ мытъабэтчыӄэвмык ынпычьэккэтэ нинивӄин	ӄ у н ы н п ы ч ь э к к э т э т ы н т о _ а ’ к _ м ы т _ э м ы т ъ _ а б э т _ ч ы ӄ э в м ы к ы н п ы ч ь э к к э т э н и н и в ӄ и н
лыгэн мама ынӈин вальын ымыльорыкы нэл нэнанкалровӄэн	ы г э н м а м а _ ы н ӈ и н в а _ ь ы н ы м ы _ ь _ о р ы к ы _ н э н э н а н к _ а р о в ӄ э н _
ӄэлюӄы’м тэнӈу мытытчыгъэн лыгэн лёльолгын пинтыӄэтыльын ынӄэнэ ранрэльэлгычыкойпы	ӄ э ю ӄ ы ’ м т э н ӈ у _ м ы т ы т ч ы г ъ э н _ _ ы г э н ё ь о _ г ы н п и н т ы ӄ _ э т ы ь ы н ы н ӄ э н _ э р а н р э _ ь э г _ ы ч ы к о й п ы
мама лыгэн ымыльорыкы нэльуэ’н	м а м а ы г э н _ ы м ы ь _ о р ы к ы _ н э ь у _ э ’ н
наӄам ванэ никвъэн ръэнут нэльуэ’н	н а ӄ а м в а н э н и к в ъ э н р ъ э н у т _ н _ э _ ь _ у _ э ’ н
гэгэргыпынчилин ӄэлюӄэ чама юрэӄы’м ынӄэнэ ӈыркылятгъэ	г э г э р г ы п ын ч и и н _ ӄ э ю ӄ э ч а м а ю р э ӄ _ ы ’ м _ ы н ӄ э н _ э ӈ ы р к ы я _ т г ъ э
гатваленат ӈиръэ ӈэвъэнйыръын	г а т в а е н а т ӈ и р ъ э _ ӈ э в ъ э н й ы р ъ ы н
ӄол ковлёвльольынъым ӄоле ивлыльулӄылльын	ӄ о к о в ё в _ ь о _ ь ы н ъ ы м ӄ о е и в ы _ ь у ӄ _ ы ь ы н
ынкъам гъэтйивлинэт	ы н к ъ а м г ъ э т й и в _ и н э т _
ӄол ни нинивӄин	ӄ о н и н и н и в ӄ и н _
гынин льулӄыл ӄнут кокатчетъёлгын	г ы н и н ь у ӄ ы _ ӄ _ н у т к о к а т ч _ е т ъ ё _ г ы н
ӄольым иквъи	ӄ о ь ы м и к в ъ и _
гынинъым ӄнут рэпалӄыёлгын	г ы н и н ъ ы м ӄ н у т _ р э п а ӄ _ ы ё г ы н
миӈкэтэ лымэвыт ваамъеквэъым лымэвыт аӈӄаеквэ нылеӄин магляльынъым	м и ӈ к э т э ы м э в ы т в а а м ъ е к в э _ ъ ы м _ ы м э в ы т _ а ӈ ӄ а е к в э н ы е _ ӄ и н м _ а г _ я ь ы н _ ъ ы м
люут льунинэ элгъоравэтльан	ю ут ь у н и н _ э э г ъ _ о р а в э т ь а н _
йыӈэнинъым ченэтрагты танэн ынкыӈэ	й ы ӈ э н и н ъ ы м ч е н э т р а г т ы т а н э н _ ы н к ы ӈ э _
выткуӈэ чыкээквъиы’мэ	в ы т к у ӈ э ч ы к э э к в ъ и ы _ ’ м э _
пэнъёлгыткоӄэн ръэнут эты эчкимоч леӈытаӄ	п э н ъ ё г ы т к о ӄ э н _ р ъ э н у т э т ы э ч к и м _ о ч _ е _ ӈ ы т а ӄ
ынкы нэнаномаватӄэн	ы н к ы н э н а н о м а в а т ӄ э н _
нинэгитэӄин ръэмиӈкэкин ӈотӄэн о’равэтльан	н и н э г и т э ӄ и н р ъ э м и ӈ к э к и н _ ӈ о т ӄ э н _ о ’ р а в э т ь а н _
игыт марэгына манэгран нанкалыроквъан уттынутэкэнэ чамаӈа ваамлыӈкы вальын	и г ы т м а р э г ы н а _ м а н э г р а н _ н а н к а ы р _ о _ к в ъ а н у т т ы н у т э к э н э ч а м _ а ӈ а в а а м ы ӈ к ы _ в а ь ы н _
валӄылыргытанӈын тинлылельынэ	в а ӄ ы ы р г ы т а н _ ӈ ы н т и н ы е ь ы н э _
ынӄэнэ ръэнут нинэтэйкыӄин кэликэл юрэӄы’мэ	ы н ӄ э н э р ъ э н у т н и н э т э й к ы ӄ и н _ к э и к э _ ю р э ӄ _ ы _ ’ м э _
ӈаргыночьыт нинэтэнгыеӈӄээт миӈкыри вальыт	ӈ а р г ы н о ч ь ы т н и н э т _ э н г ы е ӈ ӄ э _ э т м и ӈ к ы р и в а ь ы т _
вытку льунин ынӄэн игыт	в ы т к у ь у н и н ы н ӄ э н _ и г ы т _
ытръэч	ы т р ъ э ч
и’ныӈэ энмэна эн ынӄэн и’ны мэльыттъывытрынэ ӄынут гэгиинрэлин ӄынутэ гытъэвыльын гэймэвлин о’равэтльак	и ’ н ы ӈ э э н м э н а _ э н ы н ӄ э н _ и ’ н ы м э _ ь _ ы т т ъ _ ы в ы т р _ ы н э ӄ ы н у т г э г и и н р э _ и н _ ӄ ы н у т э г ы т ъ э в ы _ ь ы н г э й _ м э в и н о ’ р _ а в э т ь а к
ытръэч	ы т р ъ э ч
ӄонпы нывичвэтчыӄивӄинэтъым ныманэванлясӄэвӄэнат	ӄ о н п ы н ы в и ч в э т ч ы ӄ _ и в ӄ и н э т _ ъ ы м н ы м а н э в а н я _ с ӄ э в ӄ э н а т
ӄынвэт иран ирана нинэльуӄин чиниткин экыкv эймэвыльын ыныкагты’м	ӄ ы н в э т и р а н и р _ а н а _ н и н э _ ь у ӄ и н _ ч и н и т к и н э к ы к э й м э в ы _ ь ы н _ ы н ы к а г т ы _ ’ м
нъыръыйылӄыӈӈоӄэн ынӈин вай	н ъ ы р ъ ы й ы ӄ ы ӈ ӈ о ӄ э н ы н ӈ и н _ в а й
эккэтэ’м ынӈин ынӄэн нинэгитэӄинъым	э к к э т э ’ м ы н ӈ и н ы н ӄ э н _ н и н э г и т э ӄ и н ъ ы м _
ӄынвэт ӄынвэт нытанӈыткоӈӈоӄэн	ӄ ы н в э т ӄ ы н в э т н ы т а н ӈ ы т к о _ ӈ ӈ о ӄ э н _
ыммэмы ӄэнаманэлпынрыгэ	ы м м э м ы ӄ э н а м _ а н э п _ ы н р ы г э
ынкы ӄээӄынъым мывичвысӄиквъэк	ы н к ы ӄ э э ӄ ы н ъ ы м м ы в _ и ч в _ ы с ӄ и к в ъ э к _
эээ ӄэлюӄы’м нэнаманэлпынрыӄэн	э э э ӄ э ю ӄ ы _ ’ м н э н а м _ а н э п ы н р _ ы ӄ э н
мургинэт нэмыӄэй ныетӄинэт ӈинӄэгти	м у р г и н э т н э м ы ӄ э й н ы е т ӄинэт _ ӈ и н ӄ э г т и _
нэмыӄэй ныманэванлясӄэвӄэнат	н э м ы ӄ э й н ы м а н э в а н _ я _ с ӄ э в ӄ э н а т
э’тки вай ӄээӄын мытылгирывичвэнӈыркын	э ’ т к и в а й ӄ э э ӄ ы н м ы т _ ы г _ и р _ ы в и ч в _ э н ӈ ы р к ы н
ӄэлюӄы’м ытлыгэ нэнаманэлпынрыӄэнатэ амъянра наӄам	ӄ э ю ӄ ы ’ м ы т _ ы г э н э н а м а н _ э п ы н р _ ы ӄ э н а т э а м ъ я н р а н а ӄ а м
ынӈинъымэ	ы н ӈ и н ъ ы м э
нэмэ ын нэмэ ынӄэн ӈыро комната ныйъоӄэн	н э м э ы н н э м э ы н ӄ э н _ ӈ ы р _ о _ к о м _ н _ а т а н ы й ъ о ӄ э н _
ынпыӈэвӄэй кымъыӈэӄэйъымэ летынтагравнэн ытльаӄай лгитэленъепкинэ лыгэн лгиынпыӈэвӄэй аръаля	ы н п ы ӈ э в ӄ э й к ы м ъ ы ӈ э ӄ э й _ ъ ы м _ э е т ы н т а г р а в н э н _ ы т ь а ӄ а й г _ и т э е н ъ е п к и н _ э ы г э н г и ы н п _ ы ӈ э в ӄ э й _ а р ъ а я
купрэткумуриӈэ ямгагытгыкъым рээн ӈоонӄо ваӈӄарэмак ӄача кынмаӈӄакъым	к у п р э т к у м у р и ӈ э _ я м г а г ы т _ г ы к ъ ы м р э э н ӈ о о н ӄ о в а ӈ ӄ а р _ э м _ а к _ ӄача к ы н м а ӈ ӄ а к ъ ы м _
нэкэм вай ынӄоӈэ ваӈӄарэмараӄаеквэйпыӈэ таӈо’ра выквыткойӈыт ынӈин вэтляквыткойӈыт вальытъымэ	н э к э м в а й ы н ӄ о ӈ э _ в а ӈ ӄ _ а р _ э м а р а ӄ _ а е к в э й п ы ӈ э т а ӈ о ’ р а в ы к в _ ы т к о й ӈ ы т ы н ӈ и н _ в э т я к в _ ы т к о й _ ӈ ы т в а ь ы т ъ ы м э _
нивӄинэ	н и в ӄ и н э
ӈанӄаатъым ӄынут ӈанэ ӄытлыги тэленъепэ тылельытэ миӈкы имлетгынтэвыльыт ӄэлюӄы’мэ ӈанӄэ чит таӈымыльэтыӈа ӈотӄэн нутэнут мургин мимлычыку вальын	ӈ а н ӄ а а т ъ ы м ӄ ы н у т _ ӈ а н э ӄ ы т _ ы г и _ т э _ е н ъ е _ п э т ы е ь ы т _ э м и ӈ к ы и м е т г ы н т э в _ ы _ ь ы т ӄ э ю ӄ ы ’ м э _ ӈ а н ӄ э ч и т т а ӈ ы м _ ы ь _ э т ы ӈ _ а ӈ о т ӄ э н н у т э н у т м у р г и н м и м _ ы ч ы к у _ в а _ ь ы н _
ынкъамэ ынӄэна	ы н к ъ а м э ы н ӄ э н а _
ынӄэна	ы н ӄ э н а
ынкы имлетыкъыма чит ӈутку мургынутэ вальыт камагӈалвыльыйӈытъыма	ы н к ы и м е т ы к ъ ы м а _ ч и т _ ӈ у т к у м у р г ы н _ у т э _ в а _ ь ы т к а м _ а г ӈ а в ы _ ь ы й ӈ ы т ъ ы м а
игыт ӈан рынныт ынӄаатэ нутэкэ ръылӄычыку ръылӄывээмык рээн ныльуӄинэтэ	и г ы т ӈ а н р ы н н ы т ы н _ ӄ а а т _ э _ н у т э к _ э р ъ ы ӄ _ ы ч ы к у р ъ _ ы ӄ ы в э э м _ ы к р э э н н ы ь у ӄ и н э т _ э _
чит нымкыӄин колё камагтэ	ч и т н ы м к ы ӄ и н к о ё _ к а м _ а г т э _
ынкъамэ ынӄэнатаӈа энмэна о’равэт о’ о’равэтрамкына гэегтэллин энмэна	ы н к ъ а м э ы н ӄ э н а т а ӈ а _ э н м э н а _ о ’ р а в э т _ о ’ о ’ р _ а в э т р а м _ к ы н а _ г э е г т э и н _ э н м э н а
ӄол мыгнэнэнэльынъымэ мэйӈынэнэнэтэӈ нэнатратӄэн аӈӄы нэналпынрыӄэнъымэ	ӄ о м ы г н э н э н э _ ь ы н _ ъ ы м э м э й ӈ ы н э н э н э т э ӈ _ н э н а т р а т ӄ э н а ӈ ӄ ы _ н э н а п ы н р ы ӄ э н _ ъ ы м _ э
амынан рыгнуннин нанӈэнчьан нэнэныӈ	а м ы н а н р ы г н у н _ н и н _ н а н ӈ э н ч ь а н н э н э н ы ӈ _
къама мимлык нэмэ пэлӄынтэттылеъи’м къам иултиӈэгчыкыквальынэ ръэвинэ ы’мйиквин ынӄэнэ амылӄыквальын ынкы гамылӄыпэлятлена ръэв	к ъ а м а м и м _ ы к н э м э п _ э ӄ ы н т _ э т _ т ы е ъ и ’ м к ъ а м и у т _ и ӈ э г ч _ ы к ы к в а ь ы н э р ъ э в и н э ы ’ м й и к в и н _ ы н ӄ э н э _ а м ы ӄ _ ы к в а ь ы н _ ы н к ы г а м ы ӄ ы п э _ я т _ е н а р ъ э в
ынӄэн нэмэ мимыл гэквэтлин гэтэлпылин аӈӄакэн	ы н ӄ э н н э м э м и м ы _ г _ э к в э т _ и н г _ э т э п ы и н _ а ӈ ӄ а к э н
льэлеӈръукэ тэкэм ӄуульэтык ӈутри наймыӄаат энмыгэӈэтыӈа	ь э е ӈ р ъ у _ кэ т э к э м ӄ у у ь э т ы к _ ӈ у т р и _ н а й м ы ӄ а а т э н м _ ы г _ э ӈ э т ы ӈ а _
ковлёрвоор ковлёрвыткольын танӈынотайпы етыльын	к о в ё р в о о р _ к о в ё р в ы т к о ь ы н _ т а н ӈ ы н о т а й п ы е т ы ь ы н _
еп инъыӈӄач гатымӈэвлен тагмынгытчьэты тыликъым	е п и н ъ ы ӈ ӄ а ч г а т ы м ӈ э в _ е н _ т а г м ы н г ы т _ ч ь э т ы т _ ы и к ъ ы м _
люутэ вулӄытвикэ ӈэръамытлыӈчьэты галякэ очочаӈа заатеxника инъэйӈэквъи энавэтгавъёлгыткоэ’ иквъиӈа	ю у т э в у ӄ _ ы т в и к э _ ӈ э р ъ а м ы т ы ӈ ч ь э т ы _ г а я к э о ч о ч а ӈ а _ з а а т _ е н и к а _ и н ъ э й ӈ э к в ъ и э н а в э т г а в ъ ё _ г ы т к о _ э ’ и к в ъ и ӈ а
еп гынмыл инъэ ковлёрвоор гатымӈэвленъыма	е п г ы н м ы и н ъ э _ к о в _ ё р в о _ о р _ г а т ы м ӈ э в е н ъ ы м а
льу нэналвавморэ	ь у н э н а в а в _ м о р э
э’ми таӈтымӈэквъэ	э ’ м и т а ӈ т ы м ӈ э _ к в ъ э _
энмэч волӄытвэӈӈо вулӄытвигъим	э н м э ч в о ӄ ы т в э ӈ ӈ о _ в _ у ӄ ы т в и г ъ и м _
ӄорагынрэтыльыт вэчьыма нъетынэтэ мынъумэкэнмыкъым вэнратынво	ӄ о р а г ы н р э т ы ь _ ы т в э ч ь ы м а н ъ е т ы н _ э т э м ы н ъ _ у м э к э н м ы к ъ ы м _ в э н р а т ы н в о
э’йӈэвыткумури энарэрык	э ’ й ӈ э в ы т к у м у р и э н а р э р ы к
пэтле тылыгавэръэпыгъакъыма	п э т е т ы _ ы г а в _ э р ъ э п ы г ъ а к ъ ы м а
ӄорыӈа э’ми епӈа ӄуттиӈа нъатчаӄаат о’равэтльат	ӄ о р ы ӈ а э ’ м и е п _ ӈ а ӄ у т _ т и ӈ _ а н ъ а т ч _ а ӄ а а т о ’ р _ а в э т ь а т _
